customer_id,full_name,age,gender,email,marital_status,number_of_dependents,employment_status,annual_income,occupation,education_level,residential_status,credit_score,total_assets,total_liabilities,primary_bank,number_of_bank_accounts,number_of_credit_cards,loan_history,investment_portfolio,categories_of_spending,average_monthly_spending,emi_payments,email_engagement,social_media_engagement,website_visits,product_page_visits,ad_clicks,preferred_investment_type,risk_appetite,short-term_goals,long-term_goals,conversion_rate,preferred_communication_channel,churn_risk,previous_offers_shown
319,Lynn Woolmore,54,Female,lwoolmore8u@netscape.com,Widowed,2,Unemployed,114823,Graphic Designer,PhD,Renter,572,1196564,396733,GS,5,1,No history,Real Estate,Travel,6244,2952,Opened,Clicked,37,3,7,Stocks,Medium,Travel,Education,56,SMS,High,Credit Card
320,Nanette Colvine,55,Female,ncolvine8v@tuttocitta.it,Single,1,Employed,135893,Graphic Designer,Master,Renter,485,471981,59842,First Bank,5,10,No history,Bonds,Travel,9839,4923,Clicked,Clicked,23,15,4,Stocks,High,Wedding,Education,87,Email,Medium,Insurance
321,Kaspar Gorringe,27,Male,kgorringe8w@vinaora.com,Widowed,1,Student,495415,Software Engineer,High School,Renter,553,1464042,226626,City Bank,3,1,Good,Real Estate,Luxury,9887,2684,Ignored,Opened,2,15,0,Stocks,Medium,Gadgets,Education,75,Email,Medium,Loan
322,Paula Afonso,35,Female,pafonso8x@nyu.edu,Divorced,5,Employed,446813,Marketing Manager,Bachelor,Renter,774,1451094,391598,WF,4,4,Bad,Stocks,Dining,8903,3251,Opened,Opened,24,9,2,Mutual Funds,Low,Gadgets,Education,6,Email,Low,Loan
323,Brewster Bentson,44,Male,bbentson8y@ezinearticles.com,Divorced,1,Self-employed,415238,Graphic Designer,PhD,Renter,664,710239,323704,Peoples Bank,1,1,Bad,None,Dining,13695,4167,Opened,Clicked,7,20,1,Real Estate,Low,Wedding,Property,9,Email,Medium,Loan
324,Devonne Fullwood,38,Female,dfullwood8z@cnet.com,Married,3,Self-employed,102691,Software Engineer,Bachelor,Renter,627,876643,324755,WF,2,3,Good,Bonds,Groceries,6870,737,Ignored,Ignored,34,16,1,Mutual Funds,High,Wedding,Retirement,28,SMS,Low,Credit Card
325,Lindsy Dimelow,42,Female,ldimelow90@miibeian.gov.cn,Single,4,Student,239236,Marketing Manager,Bachelor,Owner,643,555228,295684,National Bank,5,9,No history,Stocks,Travel,5219,447,Clicked,Clicked,12,3,7,Real Estate,Medium,Gadgets,Retirement,80,WhatsApp,Low,Credit Card
326,Sergeant Geertz,34,Male,sgeertz91@umn.edu,Single,1,Employed,344034,Marketing Manager,PhD,Renter,303,923286,78678,Community Bank,1,10,Bad,None,Groceries,6133,2620,Ignored,Opened,6,1,8,Crypto,Low,Wedding,Property,53,WhatsApp,High,Credit Card
327,Isidro Richt,49,Male,iricht92@foxnews.com,Married,4,Student,38197,Graphic Designer,High School,Owner,504,155214,4613,National Bank,4,3,No history,Stocks,Dining,16729,99,Clicked,Clicked,38,11,7,Stocks,Low,Gadgets,Education,20,Email,Medium,Credit Card
328,Gasparo Pillifant,41,Male,gpillifant93@vk.com,Married,5,Student,394342,Software Engineer,Master,Renter,814,521071,274759,Community Bank,4,0,No history,Stocks,Luxury,8840,2753,Opened,Opened,35,13,10,Real Estate,Low,Gadgets,Education,80,SMS,High,Credit Card
329,Carmelina Bythway,38,Female,cbythway94@ebay.com,Single,2,Employed,212660,Software Engineer,Master,Renter,471,111912,140066,WF,3,7,Good,Crypto,Travel,5393,3144,Ignored,Ignored,40,0,2,Stocks,High,Travel,Retirement,78,WhatsApp,Low,Credit Card
330,Cara Rohan,18,Female,crohan95@google.nl,Widowed,2,Student,386853,Graphic Designer,Bachelor,Renter,522,1650674,458331,First Bank,5,10,Good,Crypto,Dining,10761,4021,Clicked,Opened,15,18,1,Mutual Funds,Medium,Gadgets,Retirement,48,Email,High,Credit Card
331,Jock Tussaine,19,Male,jtussaine96@diigo.com,Single,5,Self-employed,54729,Graphic Designer,Bachelor,Owner,403,1377608,489798,GS,5,6,Good,Real Estate,Travel,3401,2812,Opened,Clicked,25,3,2,Crypto,Low,Wedding,Retirement,32,SMS,High,Insurance
332,Kathy Bretland,46,Female,kbretland97@bravesites.com,Married,1,Student,252148,Graphic Designer,High School,Owner,739,822737,75396,National Bank,2,1,Good,Real Estate,Luxury,17857,3428,Opened,Ignored,19,0,9,Stocks,Medium,Travel,Property,24,WhatsApp,High,Loan
333,Paddie Lyddy,29,Male,plyddy98@japanpost.jp,Married,1,Unemployed,47693,Sales Associate,PhD,Owner,686,1496622,246747,Peoples Bank,3,5,Bad,Bonds,Luxury,14882,1938,Clicked,Opened,46,15,10,Crypto,Low,Wedding,Education,69,WhatsApp,High,Loan
334,Melisandra Tower,28,Female,mtower99@deviantart.com,Widowed,0,Retired,200651,Software Engineer,High School,Renter,589,140708,26263,National Bank,3,0,Good,Crypto,Groceries,9002,2961,Clicked,Opened,18,14,4,Crypto,High,Wedding,Property,7,Email,Medium,Credit Card
335,Danita Rippon,39,Female,drippon9a@bizjournals.com,Single,1,Self-employed,93746,Software Engineer,Bachelor,Renter,706,1972465,216715,WF,4,9,Good,Bonds,Travel,15795,2416,Clicked,Opened,8,17,4,Stocks,Low,Gadgets,Education,71,Email,Medium,Credit Card
336,Renee Bunkle,53,Female,rbunkle9b@flavors.me,Divorced,5,Student,279994,Marketing Manager,PhD,Owner,404,924375,461231,BNY,2,4,No history,Real Estate,Luxury,13801,3171,Clicked,Opened,33,11,7,Crypto,Low,Gadgets,Property,55,WhatsApp,Low,Credit Card
337,Benjamen Mewitt,42,Male,bmewitt9c@japanpost.jp,Married,3,Unemployed,379723,Software Engineer,PhD,Owner,521,1830635,164024,BNY,5,1,No history,None,Groceries,7867,677,Clicked,Ignored,25,14,9,Stocks,High,Wedding,Education,76,SMS,High,Credit Card
338,Kathye Wheelband,42,Female,kwheelband9d@time.com,Widowed,0,Student,99296,Human Resources Specialist,Bachelor,Owner,808,559863,231839,WF,2,2,Good,None,Dining,1906,419,Opened,Ignored,47,18,4,Crypto,Medium,Gadgets,Retirement,69,Email,High,Loan
339,Delmer Petty,53,Male,dpetty9e@aol.com,Widowed,1,Self-employed,399296,Human Resources Specialist,High School,Renter,654,1153618,323158,First Bank,2,1,No history,Bonds,Groceries,5321,2084,Clicked,Ignored,13,19,7,Crypto,High,Wedding,Retirement,85,WhatsApp,Medium,Insurance
340,Cairistiona Louys,49,Female,clouys9f@slideshare.net,Married,5,Retired,153010,Human Resources Specialist,Master,Owner,546,1203478,123769,Peoples Bank,5,8,Good,Bonds,Luxury,15735,3661,Opened,Clicked,42,6,3,Stocks,High,Gadgets,Retirement,13,SMS,Medium,Insurance
341,Suzanne Meah,39,Female,smeah9g@webs.com,Single,4,Employed,265121,Graphic Designer,Master,Owner,756,1890944,17949,GS,2,3,No history,Bonds,Travel,5446,3067,Opened,Ignored,44,14,7,Crypto,High,Gadgets,Retirement,65,WhatsApp,Medium,Loan
342,Gifford Piddocke,32,Male,gpiddocke9h@hud.gov,Widowed,5,Retired,232302,Marketing Manager,Bachelor,Owner,631,1699484,179535,WF,4,6,No history,None,Luxury,13531,3171,Clicked,Ignored,40,8,5,Real Estate,High,Gadgets,Education,4,Email,High,Insurance
343,Gabriell Croshaw,27,Female,gcroshaw9i@geocities.jp,Single,0,Employed,188005,Software Engineer,Bachelor,Owner,683,41424,96315,Community Bank,3,1,Good,Bonds,Groceries,2126,1767,Clicked,Clicked,16,0,8,Real Estate,Low,Gadgets,Property,82,WhatsApp,High,Loan
344,Bernhard Turbern,51,Male,bturbern9j@tinypic.com,Widowed,3,Retired,408115,Human Resources Specialist,High School,Renter,457,199524,143753,City Bank,5,7,Good,Crypto,Travel,4427,3987,Clicked,Clicked,4,9,9,Stocks,Medium,Wedding,Property,70,Email,Low,Credit Card
345,Lora Lambert,36,Female,llambert9k@163.com,Married,5,Student,253386,Sales Associate,Bachelor,Owner,393,1673700,443359,National Bank,2,1,No history,Stocks,Dining,4504,602,Clicked,Ignored,47,12,1,Mutual Funds,High,Gadgets,Education,21,SMS,High,Credit Card
346,Giacinta Aveyard,37,Female,gaveyard9l@redcross.org,Married,4,Student,201844,Software Engineer,PhD,Owner,813,1052445,187809,GS,4,2,Bad,None,Travel,18023,3129,Ignored,Clicked,31,3,5,Real Estate,High,Travel,Education,78,WhatsApp,Low,Loan
347,Gus Bleackly,32,Male,gbleackly9m@tumblr.com,Married,2,Self-employed,354246,Software Engineer,High School,Renter,785,1788260,246295,First Bank,4,3,Good,Bonds,Luxury,1249,1645,Opened,Opened,0,1,4,Real Estate,Medium,Travel,Property,17,WhatsApp,Low,Loan
348,Ashlie Jell,53,Female,ajell9n@yahoo.co.jp,Divorced,5,Retired,259569,Sales Associate,Master,Renter,842,495264,464439,Community Bank,1,7,Good,Stocks,Dining,3179,4635,Opened,Ignored,33,14,5,Stocks,Low,Gadgets,Education,8,SMS,Medium,Loan
349,Lorraine Bonson,19,Female,lbonson9o@g.co,Widowed,0,Unemployed,75559,Graphic Designer,PhD,Renter,585,1337637,14542,WF,4,7,No history,Real Estate,Groceries,15514,2894,Clicked,Opened,43,14,4,Mutual Funds,High,Wedding,Retirement,82,Email,Medium,Insurance
350,Claudell Berzins,55,Male,cberzins9p@cyberchimps.com,Widowed,5,Self-employed,307287,Human Resources Specialist,Bachelor,Owner,765,1849367,257733,First Bank,5,7,Bad,None,Groceries,12744,3539,Opened,Clicked,22,15,5,Stocks,Medium,Wedding,Retirement,3,WhatsApp,Medium,Loan
351,Isaiah MacGilrewy,33,Male,imacgilrewy9q@apple.com,Single,5,Retired,401412,Graphic Designer,Bachelor,Owner,546,805807,14875,First Bank,4,5,Bad,None,Groceries,12055,1719,Clicked,Ignored,29,3,3,Crypto,Low,Gadgets,Education,57,Email,High,Insurance
352,Paula Tregunnah,26,Female,ptregunnah9r@so-net.ne.jp,Divorced,5,Student,274094,Human Resources Specialist,PhD,Owner,490,418884,326379,National Bank,4,0,Good,Bonds,Luxury,14972,174,Ignored,Ignored,33,7,4,Real Estate,Medium,Gadgets,Property,74,WhatsApp,Medium,Credit Card
353,Boniface D'Ambrogi,22,Male,bdambrogi9s@google.co.uk,Divorced,4,Employed,282297,Marketing Manager,Bachelor,Owner,718,670865,246704,GS,2,5,Bad,Crypto,Groceries,16466,4093,Clicked,Opened,41,18,9,Stocks,Low,Travel,Retirement,41,Email,Medium,Loan
354,Eddie Abdee,24,Female,eabdee9t@examiner.com,Married,0,Retired,36751,Software Engineer,High School,Owner,472,1537843,296429,Peoples Bank,2,7,Bad,Stocks,Dining,18751,4822,Opened,Ignored,20,4,8,Real Estate,Low,Travel,Retirement,36,Email,High,Credit Card
355,Olga Winwright,27,Female,owinwright9u@stanford.edu,Widowed,1,Unemployed,458028,Graphic Designer,PhD,Renter,497,109370,494766,Peoples Bank,4,10,Good,Crypto,Groceries,16526,613,Opened,Opened,7,20,9,Mutual Funds,Low,Wedding,Property,2,WhatsApp,Low,Insurance
356,Minda Britten,34,Female,mbritten9v@cnn.com,Married,2,Self-employed,213138,Sales Associate,Master,Owner,578,1412533,166552,Peoples Bank,5,1,Good,Bonds,Groceries,19590,1511,Ignored,Ignored,38,12,1,Stocks,High,Travel,Education,20,WhatsApp,High,Credit Card
357,Oralle Hastie,46,Female,ohastie9w@livejournal.com,Divorced,3,Unemployed,365777,Software Engineer,PhD,Renter,523,410968,211651,Community Bank,5,1,No history,Bonds,Groceries,7304,3535,Ignored,Clicked,46,16,4,Mutual Funds,High,Gadgets,Property,65,Email,Low,Insurance
358,Carrissa Hallowell,20,Female,challowell9x@vk.com,Single,3,Student,348234,Human Resources Specialist,PhD,Renter,612,820048,213888,Community Bank,2,9,Good,Crypto,Dining,14828,4852,Ignored,Ignored,43,3,1,Crypto,Low,Gadgets,Retirement,85,Email,High,Insurance
359,Collete Bessell,48,Female,cbessell9y@toplist.cz,Widowed,3,Unemployed,427685,Graphic Designer,Bachelor,Owner,580,1304870,396626,National Bank,3,9,Bad,Crypto,Travel,8532,3327,Clicked,Ignored,30,20,0,Real Estate,Medium,Travel,Education,28,SMS,Medium,Loan
360,Ginelle Farr,49,Female,gfarr9z@arizona.edu,Widowed,4,Retired,383539,Software Engineer,High School,Renter,693,1562289,401091,WF,4,0,Bad,Crypto,Luxury,5831,4951,Ignored,Opened,45,18,6,Stocks,Medium,Gadgets,Education,42,WhatsApp,Low,Credit Card
361,Dalila Lorenzin,21,Female,dlorenzina0@seattletimes.com,Single,3,Retired,331799,Sales Associate,High School,Owner,355,1970565,31383,City Bank,5,7,No history,Bonds,Travel,19344,3604,Opened,Clicked,50,15,6,Stocks,Low,Travel,Education,71,WhatsApp,High,Loan
362,Shay Ellery,29,Male,sellerya1@taobao.com,Married,3,Unemployed,467674,Software Engineer,Master,Renter,517,709890,48610,National Bank,2,10,No history,Real Estate,Groceries,11158,1374,Clicked,Clicked,32,5,2,Mutual Funds,Low,Wedding,Retirement,29,WhatsApp,High,Insurance
363,Carilyn Daal,49,Female,cdaala2@hao123.com,Married,1,Retired,466910,Sales Associate,Master,Owner,683,280952,299539,Community Bank,2,6,Good,Stocks,Travel,14044,990,Opened,Clicked,13,6,8,Real Estate,Medium,Gadgets,Property,6,WhatsApp,Low,Insurance
364,Gerard Coles,25,Male,gcolesa3@bloomberg.com,Divorced,3,Self-employed,160497,Software Engineer,Bachelor,Owner,723,1502957,182119,First Bank,2,6,Bad,None,Dining,15161,2112,Clicked,Clicked,37,2,6,Stocks,Medium,Travel,Retirement,33,SMS,High,Loan
365,Jacynth Wolters,36,Female,jwoltersa4@buzzfeed.com,Widowed,5,Retired,154231,Marketing Manager,Bachelor,Renter,368,329014,309887,GS,3,3,Bad,Real Estate,Dining,11001,1932,Clicked,Clicked,28,11,2,Real Estate,Medium,Travel,Retirement,48,SMS,Low,Loan
366,Lorrie Nolleau,39,Female,lnolleaua5@feedburner.com,Single,2,Employed,428845,Software Engineer,High School,Renter,816,1929543,50388,City Bank,2,2,No history,None,Travel,9508,272,Clicked,Clicked,49,4,4,Mutual Funds,Low,Wedding,Education,95,SMS,Low,Credit Card
367,Pieter Hess,41,Male,phessa6@hexun.com,Widowed,0,Unemployed,393904,Human Resources Specialist,PhD,Owner,755,1580525,127298,Peoples Bank,5,10,Good,None,Groceries,7006,46,Clicked,Clicked,0,8,8,Mutual Funds,High,Travel,Education,84,Email,High,Credit Card
368,Yanaton Beche,18,Male,ybechea7@ftc.gov,Widowed,3,Unemployed,81755,Sales Associate,Master,Renter,383,502421,419211,GS,3,0,Bad,Bonds,Luxury,4894,1778,Opened,Ignored,28,4,7,Crypto,High,Travel,Education,90,WhatsApp,Low,Insurance
369,Jessamyn Collingwood,36,Female,jcollingwooda8@vk.com,Divorced,2,Self-employed,342879,Human Resources Specialist,Master,Owner,724,1948584,318081,Peoples Bank,2,7,No history,Real Estate,Dining,19240,3828,Opened,Ignored,10,16,8,Mutual Funds,Medium,Travel,Property,45,SMS,Medium,Insurance
370,Burnard Kane,22,Male,bkanea9@bizjournals.com,Divorced,1,Retired,413652,Human Resources Specialist,PhD,Owner,454,1880048,430955,Peoples Bank,3,7,Bad,Stocks,Luxury,16265,3446,Opened,Opened,2,6,1,Real Estate,Low,Travel,Retirement,44,WhatsApp,Medium,Insurance
371,Fionnula Raspin,50,Female,fraspinaa@virginia.edu,Married,0,Employed,482640,Sales Associate,Master,Renter,752,923291,8837,Peoples Bank,5,9,Good,Crypto,Dining,12223,1251,Opened,Ignored,22,3,9,Real Estate,Medium,Travel,Education,25,Email,Medium,Loan
372,Des Frankel,40,Male,dfrankelab@census.gov,Divorced,4,Self-employed,137821,Human Resources Specialist,Bachelor,Renter,768,765278,12851,Community Bank,5,4,No history,Crypto,Travel,13940,466,Ignored,Ignored,32,10,9,Real Estate,Low,Gadgets,Property,97,SMS,Low,Insurance
373,Lorrie Harbidge,26,Female,lharbidgeac@smh.com.au,Divorced,1,Self-employed,260123,Graphic Designer,Bachelor,Owner,326,1642538,467256,GS,1,7,No history,Real Estate,Dining,16170,4948,Opened,Clicked,1,1,5,Stocks,Low,Travel,Property,21,SMS,Low,Credit Card
374,Sibylle Joron,40,Female,sjoronad@ocn.ne.jp,Single,0,Self-employed,347963,Software Engineer,PhD,Renter,513,407486,126876,Community Bank,2,2,No history,Bonds,Luxury,11220,461,Ignored,Ignored,36,11,6,Stocks,Medium,Travel,Retirement,34,SMS,Medium,Credit Card
375,Thebault MacClancey,44,Male,tmacclanceyae@dion.ne.jp,Divorced,3,Retired,403897,Marketing Manager,Bachelor,Renter,553,1587994,411444,BNY,1,0,Good,Stocks,Dining,15500,3059,Clicked,Clicked,20,18,3,Mutual Funds,Low,Travel,Retirement,45,Email,Low,Loan
376,Rahal Leivers,22,Female,rleiversaf@huffingtonpost.com,Single,1,Employed,36959,Sales Associate,High School,Renter,457,629275,147287,National Bank,2,9,Good,None,Luxury,17241,559,Ignored,Clicked,12,11,1,Real Estate,High,Wedding,Property,20,SMS,High,Credit Card
377,Rani McAulay,24,Female,rmcaulayag@histats.com,Widowed,4,Student,401908,Software Engineer,Bachelor,Owner,306,1423022,404283,Community Bank,1,1,Bad,Bonds,Travel,3605,1424,Ignored,Opened,7,1,1,Crypto,Medium,Gadgets,Education,30,SMS,High,Credit Card
378,Bartholomeo Lamps,36,Male,blampsah@discovery.com,Divorced,5,Self-employed,242632,Human Resources Specialist,PhD,Renter,784,502259,150741,National Bank,3,2,Bad,None,Groceries,12173,1434,Clicked,Clicked,50,16,10,Stocks,Low,Gadgets,Retirement,26,SMS,Low,Loan
379,Marcile Osmon,28,Female,mosmonai@twitter.com,Divorced,4,Employed,423301,Software Engineer,Master,Owner,384,1398695,399719,City Bank,4,1,Bad,Bonds,Travel,17411,3722,Ignored,Opened,5,15,8,Crypto,Medium,Wedding,Property,16,Email,Low,Insurance
380,Ricardo Derye-Barrett,23,Male,rderyebarrettaj@bloglovin.com,Divorced,1,Self-employed,453599,Human Resources Specialist,Master,Owner,766,1122792,338,GS,3,9,Good,None,Groceries,7574,1359,Opened,Ignored,5,7,8,Real Estate,High,Travel,Education,40,WhatsApp,Medium,Insurance
381,Abeu McCalum,38,Male,amccalumak@youku.com,Divorced,4,Employed,400508,Human Resources Specialist,Master,Renter,364,1308321,394023,BNY,1,0,Bad,Stocks,Luxury,8816,4880,Clicked,Opened,27,10,7,Crypto,Low,Travel,Property,30,SMS,High,Insurance
382,Roderick Albert,46,Male,ralbertal@wisc.edu,Divorced,2,Employed,385710,Marketing Manager,Bachelor,Owner,522,890592,394894,BNY,3,10,Good,Real Estate,Luxury,6257,3833,Opened,Clicked,5,17,1,Stocks,Medium,Travel,Education,18,SMS,High,Insurance
383,Merralee Ivy,31,Female,mivyam@independent.co.uk,Married,5,Unemployed,297938,Human Resources Specialist,Bachelor,Renter,405,429462,8679,National Bank,3,2,Good,Crypto,Dining,16838,1515,Ignored,Ignored,13,16,8,Crypto,Medium,Wedding,Retirement,38,Email,Low,Loan
384,Cody Matteoli,46,Male,cmatteolian@altervista.org,Single,4,Unemployed,123880,Marketing Manager,High School,Renter,796,1376175,119324,Community Bank,5,5,No history,Real Estate,Luxury,5619,3408,Ignored,Opened,37,14,3,Real Estate,Medium,Travel,Education,40,WhatsApp,Low,Credit Card
385,Quintus Shemmin,30,Male,qshemminao@bloglovin.com,Married,0,Employed,129589,Sales Associate,Master,Renter,495,1613205,205932,GS,4,7,Good,Crypto,Luxury,15763,2909,Opened,Opened,28,15,6,Stocks,Medium,Travel,Property,76,WhatsApp,High,Loan
386,Theobald Abrahamsson,47,Male,tabrahamssonap@barnesandnoble.com,Divorced,0,Student,128416,Marketing Manager,Bachelor,Renter,583,549310,83142,Peoples Bank,4,5,Good,Real Estate,Groceries,12682,635,Clicked,Opened,35,6,1,Stocks,High,Gadgets,Property,55,WhatsApp,Low,Insurance
387,Joshia Kelly,55,Male,jkellyaq@tiny.cc,Single,3,Student,277631,Human Resources Specialist,High School,Owner,645,52114,60993,First Bank,2,1,Good,Real Estate,Dining,15824,256,Ignored,Clicked,26,15,1,Stocks,Medium,Gadgets,Education,7,SMS,Low,Loan
388,Ulrike Delve,44,Female,udelvear@toplist.cz,Divorced,3,Self-employed,385594,Human Resources Specialist,PhD,Owner,390,71181,328127,National Bank,4,9,Bad,Real Estate,Dining,19257,2521,Clicked,Clicked,2,6,4,Crypto,Medium,Travel,Education,44,WhatsApp,Medium,Insurance
389,Alfy Aynold,49,Male,aaynoldas@miibeian.gov.cn,Widowed,5,Retired,143768,Graphic Designer,Bachelor,Owner,649,453066,131802,WF,3,0,No history,None,Dining,11181,2214,Ignored,Ignored,7,11,8,Real Estate,High,Gadgets,Retirement,59,Email,Medium,Insurance
390,Jethro Costen,31,Male,jcostenat@google.fr,Married,0,Retired,459112,Human Resources Specialist,Master,Owner,545,366287,211609,Community Bank,2,4,Good,None,Groceries,2702,4029,Ignored,Ignored,11,5,0,Stocks,High,Wedding,Education,91,SMS,Low,Loan
391,Walsh Hounsham,38,Male,whounshamau@cnet.com,Married,3,Student,230815,Graphic Designer,Master,Renter,422,615759,306290,WF,5,5,Bad,Crypto,Dining,11725,2227,Clicked,Clicked,2,11,2,Stocks,Medium,Travel,Retirement,87,SMS,Low,Credit Card
392,Bobbee Aburrow,50,Female,baburrowav@indiatimes.com,Divorced,4,Student,428839,Sales Associate,High School,Renter,564,1817430,214475,Peoples Bank,1,1,No history,Crypto,Luxury,10203,489,Ignored,Ignored,4,11,6,Crypto,Medium,Travel,Education,85,WhatsApp,High,Insurance
393,Jandy Culpen,22,Female,jculpenaw@w3.org,Single,1,Student,392827,Software Engineer,Bachelor,Owner,475,265425,474795,GS,2,2,No history,None,Groceries,17036,1872,Opened,Ignored,6,20,6,Crypto,High,Wedding,Property,56,WhatsApp,High,Loan
394,Layton Giacaponi,51,Male,lgiacaponiax@reference.com,Widowed,3,Unemployed,79812,Sales Associate,Bachelor,Renter,488,1571152,491708,Community Bank,2,3,Good,None,Travel,18209,4480,Opened,Clicked,46,16,8,Real Estate,Low,Wedding,Retirement,92,SMS,Medium,Credit Card
395,Elwira Guichard,31,Female,eguicharday@wp.com,Single,4,Self-employed,186662,Human Resources Specialist,Bachelor,Owner,429,904562,20565,GS,3,7,Good,Real Estate,Luxury,3014,792,Clicked,Opened,41,0,8,Real Estate,Medium,Travel,Retirement,64,WhatsApp,Low,Loan
396,Judon Wastall,35,Male,jwastallaz@walmart.com,Married,5,Self-employed,286907,Software Engineer,Master,Owner,820,461925,122430,Peoples Bank,1,3,Bad,Real Estate,Luxury,4218,801,Ignored,Clicked,49,10,8,Stocks,High,Gadgets,Education,6,SMS,High,Loan
397,Eberhard Dearnaly,38,Male,edearnalyb0@chronoengine.com,Divorced,3,Self-employed,254489,Marketing Manager,Master,Owner,303,1106809,222871,BNY,5,0,No history,Stocks,Travel,7952,3457,Ignored,Clicked,42,14,2,Mutual Funds,High,Wedding,Retirement,53,Email,High,Insurance
398,Desmund Connow,50,Male,dconnowb1@w3.org,Married,3,Student,431076,Graphic Designer,High School,Renter,428,1738791,32125,First Bank,4,4,Bad,Real Estate,Groceries,8696,1113,Opened,Ignored,32,7,5,Crypto,Low,Gadgets,Education,62,SMS,Low,Insurance
399,Ky Traves,24,Male,ktravesb2@epa.gov,Divorced,2,Unemployed,244444,Software Engineer,PhD,Renter,655,1948390,111118,GS,2,9,No history,Bonds,Luxury,4815,2538,Clicked,Clicked,34,0,1,Stocks,High,Gadgets,Retirement,88,SMS,High,Credit Card
400,Almeta Mecchi,18,Female,amecchib3@biblegateway.com,Widowed,2,Student,285466,Graphic Designer,Master,Owner,675,543161,83012,GS,4,9,No history,Real Estate,Groceries,3719,4763,Ignored,Opened,10,7,5,Real Estate,Low,Travel,Property,68,WhatsApp,Low,Credit Card
